V160001,dislikeDems,rephatesdems,demhatesreps
302535,don't like their assault on gun owners//don't like their abuse of the welfare safety net//,1,0
302542,taxes//obamacare,1,0
302579,,1,0
302581,Everything//,1,0
302583,inmigration policy//health care//,1,0
302587,"Attacks on gun control, handling on foreign affairs, increasing the debt.//",1,0
302610,I dont like any of their policies.//Comparing the two parties I think they are the same team with two different mascots but the Republicans give you a small sense of reprieve.//,1,0
302626,I think there should be term limits. I dont think you should be a life time politicion. Too much croniism.,1,0
302639,"they want to be a womans right to have an abortion, all these changes  seems like all the homesexual marriages have come about not that people are not allowed to have thier rights, they take attetnion off thigns we need to focus on  I think a lot of thier morals that they do are not with what i believe in   wanting to take aborted fetus and use for research, i know they have to do research figure out other ways around that    seems like democratic side focus on let every one have all the rights they want to but then take away gun rights",1,0
302653,I have a right for certain things - entitlement mentality that the whole party seems to promote is detrimental to our country when evveryone things they are entitled to what everyone else has.  When they get themselves reelected because of the freebies and they don't have to work.  That iss poison and we have drank it a lot of uss have.//,1,0
302660,Can be very difficult to negotiate with come to agreement on different political items or economic items/,1,0
302664,Everything.//,1,0
302671,becoming way to liberal and not interested in our constitution.//,1,0
302679,,1,0
302680,they are too accepting of certain ideas,1,0
302699,I think Democratic Party has gone to extremes//,1,0
302707,"they are liberal actions I'm against abortion, their health care that they have shoved down peoples thoarts the economy is good but its not//if you just keep borrowing money ot pay your bills you are not that much better off//",1,0
302713,The same thing too.  //,1,0
302714,Turned into a charity state//,1,0
302717,"i guess the big government would be the biggest one//a lot of the social issue that involve themselves, the way they involve themselves in our lives way too much//",1,0
302719,,1,0
302726,I don't like their increasingly progressive stance.Progressive meaning Socialist or communist.//Nope.,1,0
302733,"lack resources to support their vision, which passes the bill to someone else/",1,0
302739,"THEY WAY THEY'VE HANDLED THE LAST 8 YEARS, HEALTH CARE, THE ECONOMY//",1,0
302746,I feel the democratic party enable people to be dependent on gov't programs rather than being self sufficient. I feel strongly about that because having a severe handicap I know that I had to work very hard to get through school and college and yet I was able to be a very successful female bringing in [REDACTED AMOUNT] dollars a year. I did on my own and I feel the democratic just keeps giving and giving them rather than encouraging them to become what they can/,1,0
302757,We will go back to their stand on abortion. And their gun control.,1,0
302765,100%//,1,0
302770,"laid back non-aggressive on ISIS, no true plan, the views on immigration//",1,0
302782,"borders, gun policy, immigration, money situation//",1,0
302786,removing certain freedoms // some of their foreign policies //,1,0
302790,too liberal,1,0
302791,the democratic party leans toward socialism and government control,1,0
302816,Everthing that they stand for.// Not a lack of guts.,1,0
302843,"Don't feel honest, don't feel they have the interest of the people at heart, feel their a tool of illuminati//",1,0
302851,,1,0
302852,,1,0
302864,I disagree with that same political theory that same political philosphy.  I think it's a flawed theory that will not produce improved results although I understand why Democrats believe it will//I think the Democratic Party has become very close minded and somewhat self righteous//,1,0
302866,They think their right and everybody else is wrong,1,0
302867,always over spending,1,0
302871,,1,0
302872,their fiscal stance - stance on abortion -,1,0
302873,no morals,1,0
302874,"I don't like what they stand for.//Persona;;y I think they have got our country in a mess with health care, social security is a big issue.//",1,0
302878,GENERAL DIFFERENCE IN VIEWS,1,0
400017,socialism,1,0
400035,"too far left, too liberal",1,0
400039,They are not what they seem...hypocritical,1,0
400041,Approach to health care and economy,1,0
400044,weak on foreign policy,1,0
400052,Socialism,1,0
400053,social views,1,0
400054,,1,0
400076,Pro-abortion and wants to change the constitution.,1,0
400080,socialism,1,0
400089,Their implementation of their philosophy,1,0
400096,,1,0
400098,"Sweeping, rapid changes; poor foreign policy; poor immigrati",1,0
400130,Obamacare,1,0
400133,Too willing to spend my money helping other d,1,0
400135,Lues,1,0
400175,stances on things like abortion and economics,1,0
400176,They play dirty politics,1,0
400183,big govenmrnt,1,0
400188,I don't like how they've changed over the last 20 years.,1,0
400189,,1,0
400191,too many handouts,1,0
400195,pro-choice,1,0
400198,,1,0
400204,see previous answer,1,0
400208,Belief that they are looking out for minorities. Not true,1,0
400214,"Leadership, double standards",1,0
400232,Want to give away everything for free. Who's paying for it?,1,0
400234,,1,0
400237,Controlling Healthcare,1,0
400244,Obsessive identity politics,1,0
400245,very weak and very lousy foreign policy,1,0
400247,too soft,1,0
400251,Lack of security,1,0
400255,,1,0
400268,"Too socially compassionate, fiscallly irresponsible,",1,0
400279,,1,0
400281,globalization,1,0
400282,Trying to turn USA into a socialist country,1,0
400296,They are for abortion.,1,0
400302,Liberal agenda,1,0
400306,They want to increase taxes for social programs,1,0
400312,,1,0
400317,"Everything in particular, they spend way too much $",1,0
400321,Distance from big government,1,0
400339,"obamacare, the constant increasing of government handouts",1,0
400342,socializing government,1,0
400344,EVERYTHING,1,0
400377,"Opening our borders, 2nd amendment restrictions, support Roe",1,0
400379,Do not support the Constitution,1,0
400394,too liberal,1,0
400397,The Clintons,1,0
400399,morally bankrupt (abortion),1,0
400404,Willingness to support all but the largest majority,1,0
400406,Entitlement programs that try to solve everyone_‚…s problems,1,0
400411,,1,0
400416,National debt & the large size of the government,1,0
400439,Anything to get votes. Self serving,1,0
400451,will want to raise taxes. more gov't,1,0
400494,everyone in it,1,0
400498,don't people should think for themselves too much gov contro,1,0
400501,,1,0
400503,responsible for our jobs going overseas (NAFTA),1,0
400517,Tends to give everthing to anybide in silver platters.,1,0
400531,Their vision makes no sense any longer.,1,0
400532,snobs with no morals,1,0
400542,They go about their own thoughts,1,0
400544,Hillary and Bill,1,0
400549,,1,0
400553,Too many hand outs,1,0
400557,FOR ABORTION,1,0
400560,Totally untrustworthy,1,0
400565,Poor immigration control. socialist  policies,1,0
400576,,1,0
400583,"too much welfare, too much involvement in non us affairs",1,0
400587,GUN CONTROL,1,0
400592,Government solves all problems attitude,1,0
400603,uncontrolled spending,1,0
400604,Liberal views leading to degradation of morals,1,0
400605,Too much spending,1,0
400628,There liberals,1,0
400630,too much welfare,1,0
400648,there not together on the issues,1,0
400649,Polosi and Reed,1,0
400671,"HIDES THE TRUTH, DON'T LISTEN TO FACTS",1,0
400685,,1,0
400696,,1,0
400703,everything,1,0
400705,"liberalism, socialism, too free spending",1,0
400706,too much assistance to lifetime support,1,0
400707,"passed the time to cater to unions, bankrupting the nation",1,0
400727,Using tragedy to promote political agendas.,1,0
400733,Belief in abortion,1,0
400735,Untrustworthy,1,0
400737,fiscally non responsible; weak on military,1,0
400750,Fed up with corruption/dishonesty/lies,1,0
400753,Dishonesty,1,0
400758,,1,0
400759,"Economics, big government",1,0
400764,It is not honest in it's dealings,1,0
400772,they seem to want to live up to their spend and tax reputati,1,0
400783,"Tax, trade and abortion positions",1,0
400788,"pro abortion, high taxes, turned socialist.",1,0
400796,,1,0
400829,,1,0
400831,,1,0
400841,No belief in a lawful immigration policy and no adherence t,1,0
400846,not do as they promise,1,0
400858,Willing to sell the country's future for personnal gain.,1,0
400863,,1,0
400870,They have no backbone to stand up for what is right,1,0
400871,Too liberal,1,0
400898,Toingo much spend,1,0
400931,Don't like that they are proabortion,1,0
400934,liberal spending policies,1,0
400941,Liberalism,1,0
400945,they are worthless!!!!!,1,0
400950,Entitlement prograams,1,0
400958,Too Liberal,1,0
400960,,1,0
400963,abortion,1,0
400968,,1,0
400971,social and moral issues,1,0
400981,Too many free handouts to able citizens.,1,0
400988,Socialists,1,0
401019,millitary cut backs,1,0
401022,stand on pro life,1,0
401028,they only think of themselves,1,0
401034,Liberal agenda gay marriage open borders,1,0
401037,Inflated Government,1,0
401043,Abortion,1,0
401048,,1,0
401062,Failure to enforce imigration laws,1,0
401073,"WANT TO CONTROL EVERYTHING, BIGGER GOV",1,0
401074,,1,0
401100,,1,0
401110,,1,0
401116,,1,0
401122,policies that keep to poor dependant on goverment,1,0
401130,very misinformed,1,0
401134,Their ideology.,1,0
401136,economic strategy,1,0
401152,Religious freedom deminishing to liberalism,1,0
401155,too much given out free,1,0
401161,Exploitation of those in need in order to gain votes.,1,0
401163,Too socialistic,1,0
401164,are  more liberal in how they approach Chrisianity,1,0
401178,extreme liberal views,1,0
401180,"pro-choice, gay marriage",1,0
401183,morally corrupt...socialists,1,0
401184,to far left,1,0
401185,THEY ARE HYPOCRITICAL,1,0
401188,Socialism,1,0
401200,wanting to become more socialistic,1,0
401201,,1,0
401207,corrupt,1,0
401215,"Too changeable, wishy-washy!",1,0
401220,,1,0
401226,Appointment of supreme justice's,1,0
401230,,1,0
401233,,1,0
401236,,1,0
401238,,1,0
401247,Too far left.,1,0
401248,Most support abortion. To many handouts.,1,0
401252,,1,0
401261,too liberal,1,0
401270,Disadvantage to people they represent,1,0
401280,unfair tax,1,0
401295,,1,0
401303,Overregulation,1,0
401309,pro-abortion,1,0
401311,Spend,1,0
401314,,1,0
401318,they are socialist,1,0
401320,pro-choice,1,0
401326,,1,0
401343,Socialism,1,0
401349,Everything on their platform.,1,0
401350,Socialism. Too many give aways,1,0
401352,abortion,1,0
401356,,1,0
401369,,1,0
401372,Liberal ideas,1,0
401373,Not thinking about people,1,0
401380,"abortion, socialist agenda",1,0
401391,Everything can't be free.,1,0
401410,"abortion, marriage definition, religion, healthcare",1,0
401412,"want to govern everything, what happened to personal respons",1,0
401414,Spend too much money,1,0
401422,Their inability to hold US Citizens accountable,1,0
401423,spend too much money we don't have...tax and spend,1,0
401428,to liberal,1,0
401431,,1,0
401435,continued movement to the left,1,0
401437,left wing,1,0
401438,They are socialists.,1,0
401439,keeping citizens dependent on govt money,1,0
401441,THEY WILL SAY ANYTHING TO GET YOUR VOTE,1,0
401447,"Don't like parties, as I feel they divide people",1,0
401450,,1,0
401457,Constant giving to aliens and welfare,1,0
401461,,1,0
401463,They don't know what their doing,1,0
401476,they don't care about the contitution and what it stand for,1,0
401511,,1,0
401525,CONCERN FOR THEMSELVES ONLY,1,0
401537,,1,0
401542,,1,0
401552,don't believe in the middle class,1,0
401555,,1,0
401559,"welfare, immigration status, lack of military support,",1,0
401573,Liberal elite + low-lifes and racist scum = Democrats,1,0
401576,Barrack Obama,1,0
401580,Social policies,1,0
401584,,1,0
401586,too many social programs - welfare,1,0
401598,That society should pay for criminals,1,0
401603,socialist,1,0
401605,They need to help fix problems not pretend they are,1,0
401607,,1,0
401609,Ladies by respect the individual rights,1,0
401625,Smugness and lying to the American public,1,0
401637,They have become all leftist socialist,1,0
401639,liberal,1,0
401649,Give to much  away,1,0
401685,bringing down are country,1,0
401687,,1,0
401700,Hillary Clinton,1,0
401706,,1,0
401716,not strong on defense,1,0
401733,"obama, reps, hiliary, philosophy",1,0
401746,Their ideals,1,0
401748,,1,0
401749,don't seen to care about the working people,1,0
401752,lack of Christian values,1,0
401756,policies that perpetuate poverty/poor national defense,1,0
401762,weak leadership over long term,1,0
401774,pro abortion,1,0
401793,the party is out of touch,1,0
401797,OBSTRUCTONISTS,1,0
401798,,1,0
401807,Too liberal,1,0
401808,They r unorganized and liars,1,0
401821,they forget about the working men and women of the country.,1,0
401828,too many 'free handouts' too many people on welfare,1,0
401867,Most that I know think we can just simply tax the rich more,1,0
401875,big government,1,0
401883,Tax and spend.,1,0
401902,their constant pandering to the takers and not makers,1,0
401906,Tree huggers and out for themselves,1,0
401911,"For higher taxes, entitlements. Pander to both rich & poor",1,0
401917,The way they think,1,0
401920,obamacare werfare,1,0
401923,They make citizens relay on gov. Instead of themselves,1,0
401931,Just want to bankrupt the country with all kinds of social p,1,0
401940,socialism,1,0
401943,,1,0
401949,Unconstitutional. Break laws and let free,1,0
401972,They want to tax and spend us to death!,1,0
401976,,1,0
401991,"ABORTION, TAXES,  ABUSE OF WELFARE",1,0
402002,"Corrupt, terrible economic plans, foreign policy, too soft",1,0
402003,Support of homosexuality,1,0
402012,,1,0
402016,,1,0
402033,spend and raise taxes,1,0
402038,,1,0
402039,its labeling of everyone who disagrees with it as bigoted,1,0
402041,OPPOSITION TO MORALITY AND RUN UP THE NATIONAL DEBT,1,0
402046,Don't care about the budget.,1,0
402049,,1,0
402052,lazy and not getting the job done,1,0
402059,,1,0
402067,,1,0
402069,Everything,1,0
402094,i can't find much to agree on with them,1,0
402099,"Spreading the wealth, Tax policies.",1,0
402104,,1,0
402109,I do not approve of socialists,1,0
402116,"Liars, Just say what voters want to hear",1,0
402120,Only think of themselves,1,0
402149,,1,0
402150,Want to take our rights away.,1,0
402154,give away too much money,1,0
402155,,1,0
402158,socialist concepts,1,0
402162,Reality,1,0
402163,,1,0
402164,,1,0
402171,big government,1,0
402188,healthcare platform,1,0
402191,big goverment entitlements,1,0
402200,scandals high cost of  insurance,1,0
402212,don't agree with their views,1,0
402219,they lie to much,1,0
402224,,1,0
402233,THEY DON'T TEACH SELF RELIEANCE,1,0
402244,Too liberal,1,0
402254,their demonizing of conservatives as ignorant and prejudiced,1,0
402257,,1,0
402258,"ABSuRD+SHAMEFUL WASTE OF HRD EARND TAX$, NO BIZ SENS, 2sft-o",1,0
402265,They give money out,1,0
402270,Socialist Values,1,0
402284,"Favor foreigners over Americans, very liberal views.",1,0
402290,"Stands on Gun Control, Liberlaizing lifestyles, welfare tact",1,0
402296,favor higher taxes,1,0
402301,,1,0
402305,,1,0
402308,"health care, economy, military",1,0
402312,Tax and spend - more big government orientation,1,0
402325,lack of border control; strict gun rights,1,0
402330,,1,0
402334,,1,0
402343,,1,0
402345,Lack common sense - too liberal - pretend to care about us,1,0
402359,Health care stinks,1,0
402365,To liberal,1,0
402367,"Not patriot, destroy US constitution and Conservative Values",1,0
402373,"Higher taxes, welfare state mentality",1,0
402374,They stand for big gov.abortion and high taxes,1,0
402380,Socialist trend,1,0
402384,,1,0
402387,can not trust,1,0
402398,,1,0
402404,Tendency to spend money when not needed.,1,0
402411,It hands out too many freebies.,1,0
402416,Those that work hard constantly carry those that don't work,1,0
402430,"redistribution of wealth, they want socialism",1,0
402432,"Gay agenda, women's rights",1,0
402437,CORRUPTION,1,0
402445,free hand outs,1,0
402474,,1,0
402496,EXTREMELY TO THE LEFT,1,0
402509,"Smug, intolerant, divisive, power hungry, dishonest",1,0
402510,Extremists.,1,0
402512,,1,0
402514,Big government,1,0
402515,They dont work with opposing senators to make good policy,1,0
402517,"they are ruining the country, letting illegals in this count",1,0
402530,Abortion,1,0
402549,Liberal,1,0
402550,moral and social rights issues,1,0
402560,Too liberal,1,0
402562,those that have blinded eyes by money.,1,0
402565,spending too much money,1,0
402574,views on healthcare,1,0
402583,,1,0
402588,trade on Abe L & JFK for loot,1,0
402602,Contiue same failed policies and try to fix with more tax,1,0
402612,Their followers make horrible arguments,1,0
402617,they have done nothing for the people for the last 30 yrs. b,1,0
402620,corruption,1,0
402626,one sided liberal agenda,1,0
402636,marxist opportunism,1,0
402637,Entitlements,1,0
402642,"student debt forgiveness, national health care, higher taxes",1,0
402679,Management of healthcare and economic policy,1,0
402684,HILARY CLINTON,1,0
402693,"Pandering for votes, not delivering, extortion practices",1,0
402699,stance on right to life,1,0
402722,Way to many hand outs,1,0
402724,extremely liberal ruining our young and country,1,0
402726,Their abortion ideas,1,0
402734,they are 100% bigats,1,0
402742,"hypocrites, anti-military, pro big government",1,0
402745,Socialist philosophy,1,0
402753,Hillary Clinton and Harry Reid,1,0
402767,Obama,1,0
402773,anti-gun and for abortion,1,0
402785,dis honest crocked,1,0
402796,Everything,1,0
402800,lack of traditional values,1,0
402815,give away programs,1,0
402825,"appeasement of foreign powers, arrogance & stridency in dome",1,0
402835,They vote without thinking even when they do not agree with,1,0
402838,they are dumb,1,0
402847,Liberal,1,0
402862,Their views,1,0
402867,too much power given to the federal government.,1,0
402870,giving people 'Freebies' who do not work,1,0
402878,"Talks about skin color, not character, against police",1,0
402901,,1,0
402906,pro abortion,1,0
402907,,1,0
402917,,1,0
402941,too liberal by far,1,0
402959,Liberal views,1,0
402960,Money to help fund everyone,1,0
402961,"think i am too stupid to know what is best, spend to much",1,0
402967,,1,0
402968,"Too Liberal, almost socialistic",1,0
402969,too liberal spending ploicies,1,0
402976,The lack of concern as to the country's future,1,0
402985,,1,0
403013,its all about there personnel agenda's,1,0
403027,ALSO NEED TO HAVE THEIR HEAD EXAMINED,1,0
403032,everything else,1,0
403033,tax and spend,1,0
403078,too many handouts and welfare,1,0
403083,,1,0
403113,"too many social programs, minimum wage increase",1,0
403115,controlling,1,0
403125,Abortion,1,0
403145,pro choice,1,0
403148,Everything,1,0
403152,They Lie.,1,0
403160,Open Borders,1,0
403166,Makes Education a debacle because of the priority,1,0
403176,stance on major issues,1,0
403214,Way too liberal,1,0
403216,"anti 2nd admendment, Obamacare, pro-choice, support of gay r",1,0
403222,economy policy,1,0
403226,Unrealistic Fiscal Policies / Social Extremism,1,0
403241,"Obarmacare,race relations,economy",1,0
403252,Why was Hillary aloud to run when she did the things she did,1,0
403253,,1,0
403272,TOO MUCH WELFARE,1,0
403278,Not family oriented and corrupt.,1,0
403283,,1,0
403285,they dont handle things well,1,0
403287,If Obama and Hilary Clinton is the best they can do it is te,1,0
403292,Leftist ideology,1,0
403296,,1,0
403302,Party more important than truth or common sense,1,0
403307,anti american,1,0
403317,socialistic policies,1,0
403336,against christian values,1,0
403347,Their ability to make our country divided and weak.,1,0
403348,there inability to get this country back on its feet,1,0
403353,They punish hardworking people to give to the lazy,1,0
403379,Way too far left socially,1,0
403382,GAIN POWER & $ BY FALSELY POSING AS SAVIOR OF THE COMMON MAN,1,0
403402,They expect hard working to to pay for everything,1,0
403411,socio-economic policies,1,0
403416,Just that I have always been a Republican,1,0
403418,unfaithful to constitution,1,0
403431,They spend too much and put our country at risk.,1,0
403443,character,1,0
403459,NO TRUST,1,0
403460,They try to take the country in the wrong direction socialis,1,0
403463,emphasis on social issues and outright hypocrisy,1,0
403482,,1,0
403484,,1,0
403505,too liberal - welfare policies,1,0
403508,Too Liberal,1,0
403510,Social Issues,1,0
403513,Attempt to prey on emotion vs logic regarding issues.,1,0
403527,untruthful,1,0
403554,"Health care, 'big government', health care, restricting guns",1,0
403570,policies and untruthful,1,0
403581,Bullies and support someone who should be in jail,1,0
403593,For big government,1,0
403609,Social programs and entitlements,1,0
403612,"hand outs, handling of our Vets",1,0
403616,,1,0
403617,The expansion of government and social programs.,1,0
403624,,1,0
403644,Their platform is based on setting people against each other,1,0
403650,Not fiscally responsible,1,0
403653,,1,0
403660,Way too liberal with foreign policy,1,0
403661,Entitlements,1,0
403670,"too much spending,taxes,healthcare,corruption,fraud",1,0
403672,,1,0
403684,,1,0
403685,THEY NEVER MEET HALF WAY WITH REP,1,0
403690,More money solves all ills,1,0
403693,,1,0
403696,"too polarized, no middle ground for compromise",1,0
403698,Liars,1,0
403706,Entitlement,1,0
403712,,1,0
403738,,1,0
403746,Pro-choice platform; over-regulation of markets,1,0
403751,Fiscally irresponsible,1,0
403772,"I don't think that they are truthful, and honestly care abou",1,0
403773,entitlement programs they favor,1,0
403779,They are cheaters lires,1,0
403788,EVERY THING,1,0
403813,Overly concerned about getting the black vote,1,0
403820,"Liberals, pro abortion, comunists",1,0
403821,Socialism,1,0
403829,"Where to start... no accountablity, equal is fair",1,0
403835,spending,1,0
403837,Too liberal with my money,1,0
403844,,1,0
403848,Too focused on increased taxes.,1,0
403853,seem to want to take freedoms away,1,0
403861,"too liberal , non trusting",1,0
403893,"dishonest, taxes, abortion, obamamcare, welfare, immigration",1,0
403911,"Pro-choice, handouts",1,0
403919,They want to help everyone/Lazy people,1,0
403921,Hilary Clinton,1,0
403925,"Pro abortion, big government, big deficits,  not strict con",1,0
403941,Too many freeloaders,1,0
403947,Don't agree with the views on Gun Control,1,0
403951,LIBERALISM,1,0
403954,They're a bunch of bums,1,0
403962,Entitlement programs,1,0
403963,,1,0
403964,"Lack of support for law enforcement, political correctness",1,0
403966,"The moral issues are terrible, just too liberal",1,0
403978,they take too much of what I work hard 4 & give to losers,1,0
403979,Clinton,1,0
403988,"Fiscal issues, national debt., high taxes, Big government",1,0
403990,seemingly self interest only,1,0
403993,,1,0
404001,,1,0
404002,To many social programs for poor; gives no incentive to work,1,0
404009,"Taxes, economy, give aways to all including illegals",1,0
404011,Their need to be in all our business.,1,0
404016,,1,0
404026,Untruthful,1,0
404037,too narrowly focused on emotions of voters,1,0
404039,,1,0
404048,Nanny government bias,1,0
404050,giving away too many entitlements,1,0
404051,,1,0
404075,,1,0
404082,not truthful,1,0
404084,,1,0
404092,,1,0
404098,"Pro choice, anti-gun, think everything should be free",1,0
404106,liberal,1,0
404111,also being too influenced by big money,1,0
404113,,1,0
404121,They lie and think they are high almighty,1,0
404125,spending and taxes,1,0
404127,entitlements,1,0
404130,They are proimigration,1,0
404137,,1,0
404149,,1,0
404182,Big government and heavy taxation.,1,0
404189,,1,0
404220,,1,0
404224,"Ultra liberal policies, runaway spending for social programs",1,0
404225,"higher taxes, health care",1,0
404236,Haphazard Spending policies,1,0
404245,they belive in abortion and don't belive in captail punishme,1,0
404249,Them,1,0
404250,Progressive Socialisum bent on oligarcky,1,0
404252,Turning this country into a welfare state,1,0
404266,"pro-abortion, govt control, gun control",1,0
404269,The Democratic party is too liberal on important topics.,1,0
404279,Socialistic Ideals,1,0
404281,imigration,1,0
404298,,1,0
404311,,1,0
404319,How they do health care,1,0
404324,overspending,1,0
404331,Position on taxes and abortion,1,0
404373,How they want to take away our rights,1,0
404378,against gun rights,1,0
404379,"It's candidate, how they are treating our country",1,0
404402,they are becoming more socialist,1,0
404411,,1,0
404431,"welfare, obama care",1,0
404437,They way they do things. Different mindset,1,0
404438,,1,0
404441,,1,0
404449,Beliefs,1,0
404453,support abortion,1,0
404482,"Too many giveaways- welfare, free education without funds",1,0
404485,Eroding our Constitution. Their push for human rights.,1,0
404490,Socialist policy,1,0
404495,Foreign affairs,1,0
404514,they want to give everything away,1,0
404530,want to tax us  to death,1,0
404531,They are tax and spend.They represent exspantion of the gov,1,0
404533,FAR LEFT LEANINGS AND LIBERAL IDEAS,1,0
404537,,1,0
404559,Their economic ideas and goals,1,0
404561,"all their policies..taxes, health, foreign affairs",1,0
404562,PARTICIPATION,1,0
404573,The Clintons,1,0
404576,,1,0
404580,leftist platform,1,0
404597,Their socialist nature.,1,0
404604,Social handouts,1,0
404611,,1,0
404616,"too liberal, give too much help to poor",1,0
404646,too liberal to much for the non working and tax the striving,1,0
404648,Constitution has been put in peril and held in contempt.,1,0
404663,Support and back a Liar,1,0
404666,Legislating wealth.,1,0
404668,Cares too much for govt assistance. Need better balance,1,0
404680,,1,0
404710,THEY APPROVE ABORTION,1,0
404712,Deceive the American people,1,0
404719,too many to list,1,0
404731,,1,0
404735,Political correctness,1,0
404739,,1,0
404743,Pro Choice,1,0
404746,they expect everyone else to pay for thier 'good intensions',1,0
404754,,1,0
404756,,1,0
404757,,1,0
404766,"defense, health care, welfare",1,0
404771,,1,0
404774,Jesuits were kicked out of over 80 countries!,1,0
404781,they believe they are morally superior to conservatives,1,0
404782,Everything you say has to be politically correct.,1,0
404784,,1,0
404803,socialist leanings,1,0
404808,The leaders in general,1,0
404811,Increasing taxes,1,0
404818,They dont support our founding fathers,1,0
404823,welfare programs,1,0
404841,progressive agenda,1,0
404844,they are for big government,1,0
404852,Their re-interpretaion of the Constitution.,1,0
404864,"high taxes, more government, give aways",1,0
404875,Supports illegal immigration; push on Obama care,1,0
404878,Their platform of socialism & big government.,1,0
404907,they want to give to lazy slugs,1,0
404911,Policies,1,0
404912,way too liberal,1,0
404919,Liars and cheaters,1,0
404921,People pleasing to get votes even if it's wrong,1,0
404922,Hillary's America Movie explains it very well.,1,0
404926,,1,0
404933,I do not believe in their policies,1,0
404941,"Healthcare, too much support for the unemployed/not seeking",1,0
404947,Government Regulation & interference with capitalism,1,0
404953,,1,0
404963,"too much gov't control, moral issues",1,0
404975,TOO LIBERAL,1,0
404984,Stance on second amendment and social spending,1,0
404989,,1,0
404990,"liberal thinking, spending, too many regulations on business",1,0
404999,"too extreme left now, socialistic, double standards",1,0
405002,,1,0
405014,NOT RESPONSIBLE,1,0
405016,They believe government resolves societal problems.,1,0
405027,,1,0
405031,Party of the elite money interests,1,0
405042,Fascist Communist Solicilist Globalists,1,0
405053,putting the wishes of individual above wishes of majority,1,0
405061,I don't trust them at all.,1,0
405066,Tendency to demonize people who don't hold their views,1,0
405070,bullying hollier than thou attitude,1,0
405082,Gun Control-Abortion,1,0
405084,they foster an entitlement mentality for the public,1,0
405095,Liberal,1,0
405100,too liberial in everything,1,0
405106,Health care,1,0
405116,Too many handouts,1,0
405135,,1,0
405138,"Spend, spend, spend,",1,0
405142,they divided this country,1,0
405144,"Handouts to everyone without drugs test (welfare, healthcare",1,0
405159,Their stand/direction on issues,1,0
405164,"Liberal stance on issues, stance on abortion on demand",1,0
405168,"taxes, healthcare",1,0
405179,INMIGRATION,1,0
405181,,1,0
405183,How partisan the party is against non-dems.,1,0
405200,I feel like their isn't much honesty,1,0
405208,The backstabbers,1,0
405209,guns,1,0
405213,agenda,1,0
405216,"blind spending, raising taxes, big government",1,0
405225,take from those who worked hard and give to the none working,1,0
405250,,1,0
405259,Everything,1,0
405281,Too much welfare,1,0
405284,,1,0
405290,"health care policy, economic policy",1,0
405312,Too many people absuing the system for government help.  I d,1,0
405316,"They support gun control, generally",1,0
405323,OVER SPENDING,1,0
405328,Both parties do not want to cooperate to better this country,1,0
405330,pro abortion.higher taxes. huge debt.,1,0
405332,Pro choice and gay marriage,1,0
405339,"Most positions, incl. pro-union, anti-capitalism",1,0
405342,They've lost their focus and ran by large organizations,1,0
405352,"liberal, trys to please everyone, can't be done",1,0
405367,All of their policies,1,0
405381,"Too liberal, no morals, too much government aid",1,0
405388,The way the economy is!,1,0
405399,Everything,1,0
405416,The left wing stances on most things (Liberalism),1,0
405419,,1,0
405423,,1,0
405429,,1,0
405432,"corruptness, tendency to use gov't as answer to all problems",1,0
405434,Everything,1,0
405451,providing financial breaks @ taxpayers expense for votes,1,0
405459,they control the media,1,0
405460,"too much welfare, overspending",1,0
405461,welfare without work,1,0
405465,"Immigration deals, foreign policies, they're communists",1,0
405466,,1,0
405471,,1,0
405474,Socialist views,1,0
405484,Don't uphold Constitution,1,0
405497,not really for middle class like decades ago,1,0
405508,acceptance of illegal aliens & free handouts,1,0
405530,"illegal immigration, welfare, medicare, refugees",1,0
405535,Gun control and health care,1,0
405541,free hand outs!,1,0
405544,Socialist.,1,0
405556,abortion and left wing liberalism,1,0
405557,,1,0
405569,Making groups reliant on government; redistributing wealth,1,0
405570,"large government, social programs",1,0
405579,,1,0
405585,Pro Abortion,1,0
405588,They are statists,1,0
405606,There not concern with the minority .,1,0
405607,,1,0
405610,generally have no moral compass,1,0
405614,,1,0
405631,they give everything away,1,0
405645,Everything!  They're on the fast track to communism.,1,0
405646,"Policies, moral thoughts and agendas",1,0
405651,"no incentive to work,. hold back minorities with policies",1,0
405654,Spend too much money on programs we can't afford,1,0
405655,DISHONESTY,1,0
405676,,1,0
405681,,1,0
405691,Pandering,1,0
405692,moral issues,1,0
405706,HIGH TAXATION,1,0
405708,postions on abortion,1,0
405725,High taxes.  Obamacare.  Welfare. National Debt Increase,1,0
405728,left wing liberals,1,0
405732,,1,0
405766,they dont want drastic change,1,0
405769,Liberal policies and leftist ideology.,1,0
405778,"They have lied, cheated and ruined the country",1,0
405785,Hidden agendas,1,0
405788,domestic and foreign policy,1,0
405791,contradict my beliefs spiritually and economically,1,0
405801,favors high taxes,1,0
405829,Need less spending and a balanced budget,1,0
405832,dividing country & building dependent people,1,0
405852,"want huge deficits, no borders, ignore national security",1,0
405872,,1,0
405891,"Excessive political correctness, socialist ideologies",1,0
405895,"Immagration, Spending, Health Care",1,0
405905,,1,0
405922,,1,0
405923,Not for the hard worker,1,0
405935,"Nearly everything, the party of deceit",1,0
405937,It's a hand out freebie party,1,0
405941,Socialism,1,0
405952,fiscal policy,1,0
405971,big government,1,0
405980,"Healthcare, welfare, divided nation with Obama as Potus.",1,0
405982,too liberal and give too much to lazy non working people,1,0
